ticker_i,ticker_j,corr,pvalue,rel_type
JNJ,WELL,-0.0007560316589660943,0.9887716770172119,unconnected
JNJ,HON,0.5325817465782166,5.846792821581191e-27,unconnected
ORCL,COST,0.1774807721376419,0.0008678471203893423,unconnected
ORCL,NFLX,-0.09606921672821045,0.07306406646966934,unconnected
ORCL,BAC,-0.08021445572376251,0.13476696610450745,downstream
ORCL,ABBV,-0.014209602028131485,0.7913802266120911,unconnected
ORCL,CAT,-0.0023740006145089865,0.9647514224052429,unconnected
ORCL,CVX,0.02753990888595581,0.6081328392028809,unconnected
ORCL,HD,0.04014492407441139,0.4547136127948761,unconnected
ORCL,INTC,0.04533299803733826,0.3985092043876648,upstream
ORCL,PG,-0.008196084760129452,0.8787379264831543,unconnected
ORCL,CSCO,0.0827864408493042,0.12266568839550018,unconnected
ORCL,KO,0.1586732715368271,0.002954038791358471,unconnected
ORCL,GE,-0.16180621087551117,0.002429804066196084,unconnected
ORCL,AMAT,-0.002395493211224675,0.9644330143928528,unconnected
ORCL,MS,-0.06168454512953758,0.25042325258255005,unconnected
ORCL,UNH,0.04463513568043709,0.40581730008125305,unconnected
ORCL,MRK,-0.08051444590091705,0.13331015408039093,unconnected
ORCL,GS,-0.11009838432073593,0.03981323540210724,unconnected
ORCL,RTX,0.1922706961631775,0.00030291680013760924,unconnected
ORCL,WFC,-0.1361689269542694,0.010878058150410652,unconnected
ORCL,PM,0.10218009352684021,0.056516945362091064,unconnected
ORCL,IBM,0.12782442569732666,0.01688515581190586,bidirectional
ORCL,AXP,0.09271235018968582,0.08371540904045105,upstream
ORCL,C,-0.12559804320335388,0.01891256310045719,unconnected
ORCL,MCD,-0.03767523914575577,0.48295608162879944,unconnected
ORCL,PEP,0.07684148102998734,0.15200480818748474,unconnected
ORCL,TXN,0.0752706304192543,0.160581573843956,unconnected
ORCL,VZ,-0.08844992518424988,0.09900672733783722,downstream
ORCL,AMGN,0.07939521223306656,0.13880904018878937,unconnected
ORCL,NEE,0.12290049344301224,0.0216504018753767,unconnected
ORCL,T,-0.07752567529678345,0.14837978780269623,unconnected
ORCL,BA,-0.17479142546653748,0.0010419904720038176,unconnected
ORCL,TJX,0.08630846440792084,0.10748614370822906,unconnected
ORCL,GILD,-0.025439158082008362,0.635775089263916,unconnected
ORCL,ABT,0.03334899991750717,0.5346331596374512,unconnected
ORCL,SCHW,0.02580311894416809,0.6309486031532288,unconnected
ORCL,DE,0.009413032792508602,0.86090487241745,unconnected
ORCL,ETN,0.09835392236709595,0.06646688282489777,unconnected
ORCL,PFE,0.021504435688257217,0.6889057755470276,downstream
ORCL,UNP,0.028252560645341873,0.5988787412643433,unconnected
ORCL,WELL,0.09516669064760208,0.07581307739019394,unconnected
ORCL,HON,0.025430895388126373,0.6358844041824341,unconnected
COST,NFLX,-0.034480247646570206,0.5208578705787659,unconnected
COST,BAC,-0.15059612691402435,0.0048117851838469505,unconnected
COST,ABBV,-0.02496432140469551,0.6420950889587402,unconnected
COST,CAT,0.09441561996936798,0.07816413044929504,unconnected
COST,CVX,-0.0840178057551384,0.11717982590198517,unconnected
COST,HD,0.0600842647254467,0.2629479467868805,unconnected
COST,INTC,0.24424289166927338,3.901363470504293e-06,unconnected
COST,PG,0.17425255477428436,0.001080547459423542,upstream
COST,CSCO,0.1760329008102417,0.000957949087023735,unconnected
COST,KO,0.26625311374664307,4.4745135596713226e-07,unconnected
COST,GE,-0.12029048055410385,0.0246198158711195,unconnected
COST,AMAT,-0.02111143060028553,0.6943017244338989,unconnected
COST,MS,-0.13764289021492004,0.010040822438895702,unconnected
